"","ID","textID","sentenceID","sentence","translation","PP"
"547",1062,"Ger","13.375-376","…ac y geissyaw ygchvanegu gossymdeith itaw ef yd af i yn bennaf.'","…and it is mainly to try and increase maintenance for him that I am going.' Davies2007:149","y geissyaw ygchvanegu gossymdeith itaw ef"
"548",1093,"Ger","20.575","Y uwyta yd aythant.","They went to eat. Davies2007:154","Y uwyta"
"549",894,"PKM","81.28-82.1","Yr yneuad a gyweirwyd ac y wwyta yd aethpwyt.","The hall was prepared and they went to eat.; Davies2007:57","y wwyta"
"550",1218,"BrutRB","46.13","ac y ymdrech yd aeth corineus a'r kawr.","and to fight Corineus went with the giant","y ymdrech"
"551",913,"PKM","85.14-15","Ac ny bu ohir e ymgael o honunt, amgen no'r nos honno.","And they did not put off making love to each other any longer than that night… Davies2007:59","e ymgael o honunt"
"552",156,"BrutRB","54.20-23","Kanys mwy boen yw koffau kyuoeth gwedy coller. no chyt diodef achenoctit heb ordyfneit kyuoeth kyn no hynny","Since it is more painful to remember wealth after one lost it than to suffer need without being accustomed to wealth before","heb ordyfneit kyuoeth kyn no hynny"
"553",1039,"Ger","8.237-238","…a faham y may y darpar a weleis i ar gweiryaw arueu?","‘…and why there is all the preparation that I saw for repairing weapons?’ Davies2007:145","ar gweiryaw arueu"
"554",1179,"BrutRB","33.51-34.2","ac os codi goruchelder dy vedyant a'th gyvoeth di a wna hynny. na dot yn eu herbyn. namyn madeu udunt. kanys anyan a dylyet yw y bop kaeth llafuryaw o bop ford y ymhoelut ar y hen deilygdawt a'e rydit.","and if it raises the dignity of your possessions and your kingdom, you shouldn't come after them but pardon them because it is a characteristic and claim for every prisoner to endeavor every way to return to his old dignity and his freedom.","y ymhoelut ar y hen deilygdawt a'e rydit"
"555",1169,"BrutRB","37.25-27","a megys deueit ymplith bleideu heb wybot fford y ffo yd arhoynt eu hageu","and like sheep amongst wolves, without knowing/who didn't know a way to flee, they awaited their death(s)","y ffo"
"556",1186,"BrutRB","35.23-29","a gwedy bydit yny wed honno yn treulaw y dyd. y gossodit rei diflin y ymlad y nos hyt tra vei y rei lludedic o ymlad y dyd yn gorffywys. ac ereill diflin a ossodit y wylaw y pebylleu rac ofyn kyrch deissyueit y gan eu gelynyon.","and after the day was spent in this way the ones not fatigued were arrayed for battle to fight (during) the night while the weary ones from fighting the day were resting. And the other fatigued ones were put to keep watch of the tents for fear of a sudden attack from the enemies.","o ymlad y dyd"
"557",367,"BrutRB","73.9-10","ac ny mynwys ymrodi ym petruster greulawn damwein y'r bobyl y ymlad.","and he[Cesar] did not desire to prepare/devote on account of violent hesitation to the people to fight OR and he[Cesar] did not desire to submit to fight in/to violent hesitation of the people OR to submit to the uncertainty of a horrible happening to the people ?to fight","y ymlad."
"558",1152,"Ger","28.799-800","‘Gwir yw hynny,’ heb hi; ‘blin yw y gwr o ymhwrd a’r gwyr gynheu.","‘That is true,’ Enid said; ‘the man is worn out from fighting with the men just now. Davies2007:160","o ymhwrd a’r gwyr gynheu"
"559",1066,"Ger","14.409-414","Ac yna y kerdwys pawb onatunt a dala ar ymdidan a orugant am benn y carw, y bwy y rodit, un yn mynnu y roti y’r wreic uwyaf a garei ef, arall y’r wreic uwyaf a garei ynteu, a ffawb o’r teulu a’r marchogyon yn amrysson yn chwerw am y penn.","Then they all set off and talked about the stag’s head, to whom it should be given, one wanting to give it to the lady he loved best, another to the lady he loved best, and each one of the retinue and the knights quarrelling bitterly over the head. Davies2007:150","ar ymdidan"
"560",1038,"Ger","8.225-226","A gwedy daruot utunt uwyta, dala ar ymdidan a’r gwr gwynllwyt a oruc Gereint,","When they had finished eating, Geraint began to converse with the grey-haired man… Davies2007:145","ar ymdidan a’r gwr gwynllwyt"
"561",990,"BMW","11.28-12.2","Ac yna y dywedassant wynteu wrth yr amherawdyr nat oed weithret y neb y gaffel y gaer nac y’w rodi idaw ynteu namyn y wyr ynys Prydein.","They told the emperor that conquering the city and giving it to him was a matter to none save the men of the Island of Britain. Davies2007:109","y’w rodi idaw ynteu"
"562",1126,"Ger","23.652-653","ac ny bu hir y buont yn roti rac meint brys pawb onadunt y roti.","And none of them gave for long, such was the haste of each one of them to give. Davies2007:156","y roti"
"563",1010,"Ger","3.82-83","‘A uorynyon,’ heb hi, ‘mi a gymereis neithwyr genhyad y uynet y ydrych ar yr hely. …'","‘Maidens,’ she said, ‘I was given permission last night to go and watch the hunt.…' Davies2007:141","y uynet y ydrych ar yr hely"
"564",68,"BrutRB","37.51-53","Y dorof a oed y gyt ac ynteu. ny orffwyssei honno yn llad heb drugared a gyfarffei a hi.","His troops [f.] which were with him, these did not desist killing without mercy those who met with them","yn llad heb drugared"
"565",598,"BrutRB","34.51-35.1","ac wrth hynny glewach oed wyr tro. ac yn y wed honno ny orffywyssyssant yn eu llad yny daruu y distryw hayach. a daly antinogus brawt y brenhin ac anacletus y gedymdeith.","and because of that the Trojans were better and in this way they did not rest at killing them until happened their near destroying and capturing Antinogus, the king's brother, and Anacletus his companion","yn eu llad"
"566",984,"BMW","11.13-15","Ny chauas yr amherawdyr newyd aruot y wisgaw y arueu ymdanaw, yny doethant am y penn a’e lad, a llawer y gyt ac ef.","The new emperor did not have time to put on his armour before they set upon him and killed him, and many others with him. Davies2007:109","y wisgaw y arueu ymdanaw,"
"567",1226,"BrutRB","51.30-31","ac ny orfwysswys o dychmygu kywreinrwyd yny wnaeth adaned idaw e hun.","and he did not rest/desist from devising/inventing an ingenuity until he made wings for himself.","o dychmygu kywreinrwyd"
"568",1184,"BrutRB","35.21-23","ac velly o bop keluydyt llauuryaw a wnaethant y geissaw y distriw yn oreu ac y gellynt.","and thus from all vocation they laboured to seek their entire destruction and they could.","y geissaw y distriw yn oreu"
"569",1228,"BrutRB","52.35-37","Hyn heuyt a gadarnhaei hyt na lauuryei y geissaw gwr idi megys y'r rei ereill. ","This also he declared that he would not endeavour to seek a husband for her like for the others.","y geissaw gwr idi megys y'r rei ereill. "
"570",989,"BMW","11.28-12.2","Ac yna y dywedassant wynteu wrth yr amherawdyr nat oed weithret y neb y gaffel y gaer nac y’w rodi idaw ynteu namyn y wyr ynys Prydein.","They told the emperor that conquering the city and giving it to him was a matter to none save the men of the Island of Britain. Davies2007:109","y gaffel y gaer"
"571",459,"BrutRB","82.43-45","ac wrth hynny diogelach uu gantaw drwy synwyr a doethineb. eu goresgyn noc ymrodi yn petrus y ymlad ac wynt.","and therefore it was safer for him to conquer them by sense and wisdom rather than to set about uncertainly to fight them","y ymlad ac wynt."
"572",797,"PKM","53.5-7","Ac yn hynny rybud a gawssont wynteu, a chymryt kynghor am adaw y dref.","But in the meantime the two received a warning, and discussed whether they should leave the town.; Davies2007:37","am adaw y dref"
"573",358,"BrutRB","72.26-29","ac yn eu kyghor y kawssant am gaffel hynny na dilynynt ymlad a'r brytanyeit hwy no hynny.","and in their counsel they decided to take this that they would not pursue a fight with the British longer than this","am gaffel hynny na dilynynt ymlad a'r brytanyeit hwy no hynny."
"574",1023,"Ger","6.173-175","A fob ty a welei yn llawn o wyr ac arueu a meirch, ac yn llathru taryaneu, ac yn ysleypanu cledyueu, ac yn golchi arueu, ac yn pedoli meirch.","But he could see that every house was full of men and armour and horses, and shields being polished and swords burnished and armour cleaned and horses shod. Davies2007:143","yn llathru taryaneu, ac yn ysleypanu cledyueu, ac yn golchi arueu, ac yn pedoli meirch."
"575",238,"BrutRB","65.17-20","a phan ytoed yn dyuot parth ac ynyssed prydein. nachaf yn kyuaruot ac wynt dec llog ar hugeint yn llawn o wyr a gwraged","and when he came to the Brisith Isle, behold meeting them, 30 ships full of men and women","yn kyuaruot ac wynt"
"576",646,"PKM","13.26-28","Ac ar dechreu kyuedach gwedy bwyt, wynt a welynt yn dyuot y mywn, guas gwineu, mawr, teyrneid, a guisc o bali amdanaw.","As they began to carouse after eating, they saw a tall, regal, auburn-haired lad enter, wearing a garment of brocaded silk. Davies2007:11","yn dyuot y mywn"
"577",1082,"Ger","19.557-559","Nachaf yn dyuot attaw kenhadeu doethbrud dyskediclawn ymadrawdlym, ac yn kyuarch gwell y Arthur.","Behold, there came to him messengers, wise and serious, most learned, keen of discourse, and they greeted Arthur. Davies2007:154","yn dyuot attaw"
"578",898,"PKM","82.9-10","Pan ydoed y dyd yn dyuot, wynt a glywynt taraw drws yr ystauell, ac ar hynny Aranrot yn erchi agori.","When day broke, they heard knocking on the chamber door, and then Aranrhod asking them to open up.; Davies2007:57","yn erchi agori"
"579",1031,"Ger","7.185-187","A gwedy dyuot ohonaw parth a’r llys, ny welei hayach; namyn loft a welei, a font o uayn marmor yn dyuot o’r loft y waeret.","When he got to the court he could see hardly anything, but he saw an upper storey and a stairway of marble coming down from the upper storey. Davies2007:144","yn dyuot o’r loft y waeret"
"580",848,"PKM","63.6-8","Ac ual yd oed yn y dyrchauael, llyma rwtter escob a welei a'y swmereu a'y yniuer; a'r escop e hun yn kyrchu parth ac attaw.","As he was hoisting it up, he could see a bishop's entourage and his baggage amd his retinue, and the bishop himself approaching.; Davies2007:44","yn kyrchu parth ac attaw."
"581",434,"BrutRB","79.36-41","gwedy goruydut ar gaswallawn darystygedigaeth a theyrnget o ynys prydein. llyma gaswallawn gwedy goruot arnaw. llyma ynys prydein yn darystygedic it drwy vy nerth. i. a|m kanhorthwy.","after you forced on Caswallawn submission and tribute of the island of Britain behold Caswallawn after being victorious over him, behold the island of Britain compelled to pay tribute to you by my strength and my aid","gwedy goruot arnaw."
"582",845,"PKM","62.24-25","""Arglwyd, rac dy welet yn ymodi y pryf hwnnw, mi a'y prynaf.","'Lord, rather than see you handle that creature, I will buy it from you.; Davies2007:44","yn ymodi y pryf hwnnw"
"583",982,"BMW","10.26-11.1","Ac yna yd edrychassant wy ar wyr Ruuein yn ymlad â’r gaer,…","Then they watched the men of Rome attack the city. Davies2007:109","yn ymlad â’r gaer"
"584",847,"PKM","62.28-63.1","Rac dy welet ti yn ymhalogi wrth y pryf hwnnw, mi a rodaf it deir punt, a gollwng ef e ymdeith.""","…But rather than see you defile yourself with that creature, I will give you three pounds to let it go.'; Davies2007:44","yn ymhalogi wrth y pryf hwnnw"
"585",760,"PKM","42.19-21","Sef a wnaeth ynteu, y deimlaw hyt ban gauas y benn, a guascu y benn, yny glyw y uyssed yn ymanodi yn y ureichell drwy yr ascwrn.","Efnysien prodded the bag until he found the man's head. and he squeezed the head until he could feel his fingers sinking into the brain through the bone.; Davies2007:31","yn ymanodi yn y ureichell drwy yr ascwrn"
"586",816,"PKM","57.5-6","Ac y mywn y doeth, ac y gyt ac y doeth, arganuot Pryderi yn ymauael a'r cawc, a dyuot attaw.","…and in she came. As soon as she entered she discovered Pryderi gripping the bowl, and she went up to him.; Davies2007:40","yn ymauael a'r cawc"
"587",960,"BMW","7.11-13","Ac a welsant y gwr gwynllwyt ymon y golofyn yn y gadeir ascwrn yn torri gwerin yr wydbwyll…","…and [they saw] the grey-haired man at the foot of the pillar in the chair of bone [elephant ivory] carving the pieces for the gwyddbwyll. Davies2007:107","yn torri gwerin yr wydbwyll"
"588",840,"PKM","62.13-14","""Ony bei hagyr guelet gwr kyuurd a thidi yn teimlaw y ryw bryf a hwnnw, ny'm torei.""","'If it were not improper to see a man of your status touching such a creature, it would not worry me.'; Davies2007:44","yn teimlaw y ryw bryf a hwnnw"
"589",87,"BrutRB","41.3-5","y gwelei y dwywes yn seuyll rac y vron ac yn Dywedut wrthaw val hynn","...he saw the goddess standing before him and speaking to him like this.","yn seuyll rac y vron"
"590",883,"PKM","78.6-8","Ac ual y hegyr, ef a welei uab bychan yn rwyuaw y ureicheu o blyc y llen, ac yn y guascaru.","As he opened it, he could see a small boy waving his arms free of the folds of th sheet and thrwoing it aside.; Davies2007:55","yn rwyuaw y ureicheu o blyc y llen"
"591",925,"PKM","89.18-19","ac ef a welei yr hwch yn pori kic pwdyr a chynron.","…and he can see the sow feeding on rotten flesh and maggots.; Davies2007:62","yn pori kic pwdyr a chynron"
"592",979,"BMW","10.17-18","Ac y dywespwyt y'r amherawdyr, o [g]welet y llu yn disgynnu yn ymyl y lu ynteu, ac yn pebyllyaw.","The emperor was told that the host had been seen dismounting near his own host and pitching its tents. Davies2007:109","yn pebyllyaw"
"593",703,"PKM","29.15-19","Ac ual yd oedynt yn eisted yuelly, wynt a welynt teir llong ar dec, yn dyuot o deheu Iwerdon, ac yn kyrchu parth ac attunt, a cherdet rugyl ebrwyd ganthunt: y gwynt yn eu hol, ac yn nessau yn ebrwyd attunt.","As they were sitting there, they could see thirteen ships coming from the south of Ireland, heading towards them easily and swiftly, the wind behind them, and they were approaching with speed.; Davies2007:22","yn nessau yn ebrwyd attunt"
"594",735,"PKM","37.9-13","Ny doey wr mawr, na gwreic da yn Iwerdon, e ymw[e]let a Branwen, ni rodei hi ae cae, ae modrwy, ae teyrndlws cadwedic ydaw, a uei arbennic y welet yn mynet e ymdeith.","Not one man of rank or noblemwoman came to visit Branwen to whom she did not give either a brooch or a ring or a treasured royal jewel, and it was remarkable to see such things leaving the court.; Davies2007:27","yn mynet e ymdeith."
"595",89,"BrutRB","41.15-18","gwedy y weledigaeth honno dyffroi a wnaeth brutus a phetrussaw beth ry welsei ae breidwyt ae dwywes yn menegi idaw ynteu y lle a bresswylei","after his vision Brutus woke up and was unsure what he had seen either a dream or a goddess explaining to him where he should dwell / or a goddess who explained to him where he should dwell","yn menegi idaw ynteu y lle a bresswylei"
"596",1015,"Ger","4.113-116","Ac edrych yg gwrthwyneb y twrwf a orugant, ac vynt a welynt corr yn marchogaeth march ucheldew froynuoll maswehyn cadarndrut;","They looked in the direction of the noise, and they could see a dwarf riding a big, sturdy horse, powerful, wide-nostrilled, ground-devouring, courageous,… Davies2007:142","yn marchogaeth march ucheldew froynuoll maswehyn cadarndrut"
"597",771,"PKM","46.5-7","Caswallawn a daroed idaw wiscaw llen hut amdanaw, ac ny welei neb ef yn llad y gwyr, namyn y cledyf.","Caswallon had put on a magic cloak so that no one could see him killing the men – they could only see the sword.; Davies2007:33","yn llad y gwyr"
"598",770,"PKM","46.2-5","""Dyuot Caswallawn am eu penn, a llad y chwegwyr, a thorri ohonaw ynteu y galon o aniuyget, am welet y cledyf yn llad y wyr, ac na wydat pwy a'e lladei.","'Caswallon attaked them and six men were killed, and Caradog's heart broke from bewilderment at seeing the sword kill his men and not knowing who killed them.; Davies2007:33","yn llad y wyr"
"599",884,"PKM","78.6-8","Ac ual y hegyr, ef a welei uab bychan yn rwyuaw y ureicheu o blyc y llen, ac yn y guascaru.","As he opened it, he could see a small boy waving his arms free of the folds of the sheet and thrwoing it aside.; Davies2007:55","ac yn y guascaru"
"600",935,"BMW","3.7-8","…ac ar y lleithic kyfarwyneb ac ef y gwelei deu vaccwy wineuon ieueinc yn gware gwydbwyll.","On a couch facing him he saw two young, auburn-haired lads playing gwyddbwyll. Davies2007:104","yn gware gwydbwyll"
"601",959,"BMW","7.10-11","…a wynt a welsant y deu vackwy yn gware yr wydbwyll ar y lleithic eur.","They saw the two lads playing gwyddbwyll on the golden couch,… Davies2007:107","yn gware yr wydbwyll ar y lleithic eur."
"602",964,"BMW","8.19-21","Ac y doeth racdaw y’r gaer, ac y’r neuad, ac y gwelas yno Kynan uab Eudaf, ac Adeon uab Eudaf yn gware yr wydbwyll","He came into the castle and into the hall, and there he saw Cynan son of Eudaf and Gadeon son of Eudaf playing gwyddbwyll,… Davies2007:107--108","yn gware yr wydbwyll"
"603",766,"PKM","44.12-14","Ac yna pan welas Efnissyen y calaned heb enni yn un lle o wyr Ynys y Kedyrn, y dywot yn y uedwl,…","When Efnysien saw the corpses, and no room anywhere for the men of the Island of the Mighty, he said to himself…; Davies2007:32; without leaving room for","heb enni yn un lle o wyr Ynys y Kedyrn"
"604",1101,"BMW","3.15-17","ac y mon colofyn y neuad y gwelei gwr gwynllwyt yn eisted y mywn kadeir o ascwrn eliphant. a delw deu eryr arnei o rudeur.","And at the foot of the hall-pillar he saw a grey-haired man in a chair of elephant ivory with the images of two eagles in red gold on it. Davies2007:104","yn eisted y mywn kadeir o ascwrn eliphant a delw deu eryr arnei o rudeur."
"605",943,"BMW","3.23-24","a morwyn a welei yn eisted rac y vron y mywn kadeir o rudeur.","He saw a maiden sitting before him, in a chair of red gold. Davies2007:104","yn eisted rac y vron y mywn kadeir o rudeur"
"606",961,"BMW","7.13-14","…ac a welsant y vorwyn yn eisted y mywn cadeir o rudeur.","And they saw the maiden sitting in a chair of red gold. Davies2007:107","yn eisted y mywn cadeir o rudeur"
"607",965,"BMW","8.21-23","ac a welas Eudaf uab Karadawc yn eisted y mywn kadeir o ascwrn, yn torri gwerin y wydbwyll.","…and Eudaf son of Caradog sitting in a chair of ivory, carving pieces for the gwyddbwyll. Davies2007:108","yn eisted y mywn kadeir o ascwrn"
"608",1032,"Ger","7.187-188","Ac ar y bont y gwelei gwr gwynllwyt yn eisted, a hen dillat adueiledic ymdanaw.","On the stairway sat a grey-haired man wearing old, worn-out clothes. Davies2007:144","yn eisted"
"609",1033,"Ger","7.197-198","Ac yn y lloft y gwelei gohenwreic yn eisted ar obennyd, a hen dillat atueiledic o bali amdanei.","And in the chamber he could see an elderly woman sitting on a cushion, dressed in old, shabby clothes of brocaded silk. Davies2007:144","yn eisted ar obennyd"
"610",688,"PKM","25.10-11","Pan doethant parth a'r llys, wynt a welynt Riannon yn eisted yn emmyl yr yskynuaen.","As they approached the court, they saw Rhiannon sitting by the mounting-block.; Davies2007:19--20","yn eisted yn emmyl yr yskynuaen."
"611",219,"BrutRB","63.14-19","a phan doeth gwyr rufein tranoeth yr glyn hwnnw y gwelynt y glyn yn echtywynu gan yr heul yn disgleiraw ar arueu eu gelynyon","and as the men of Rome came the next day to this glen they could see the glen sparkling with/from the sun shining on the weapons of their enemies","yn echtywynu gan yr heul"
"612",282,"BrutRB","63.34-40","a gwedy gwelet o veli a bran wyr rufein yn ebryvygu eu gwystlon. Sef a wnaethant wynteu gan fflemychu o anrugarawc irlloned peri crogi petwar gwystyl ar hugeint. o dylyedogyon rufein yg gwyd eu rieni. ac eu kenedyl","and after Beli and Bran saw the Romans despising their hostages, they, flaring of cruel wrath flaring, hung 24 hostages of high-borns of Rome in the presence of their parents and their cenedl","yn ebryvygu eu gwystlon"
"613",88,"BrutRB","41.3-5","y gwelei y dwywes yn seuyll rac y vron ac yn Dywedut wrthaw val hynn","...he saw the goddess standing before him and speaking to him like this.","yn Dywedut wrthaw val hynn"
"614",1151,"Ger","28.791-794","Ac ym perued y gwastattir yd oet byrgoet pendew dyrys, ac y vrth hwnnw y gwelynt tri marchawc yn dyuot attunt yn gyweir o ueirch ac arueu hyt y llawr ymdanunt ac ymdan eu meirch.","In the middle of the plain there was a bushy-topped, tangled thicket, and from that they could see three knights coming towards them, fully equipped with horses, and wearing full-length armour, as did their horses. Davies2007:160","yn dyuot attunt yn gyweir o ueirch ac arueu hyt y llawr ymdanunt ac ymdan eu meirch"
"615",632,"PKM","10.20-21","Ac val y bydynt yn eiste, wynt a welynt y wreic ar yr vn march, a'r vn wisc amdanei, yn dyuot yr un ford.","As they were about to sit down they saw the lady on the same horse, and wearing the same garment, coming along the same road. Davies2007: 9","yn dyuot yr un ford"
"616",639,"PKM","11.23-25","Ny buant hayach o enkyt yno, yny welynt y uarchoges yn dyuot yr vn ford, ac yn un ansawd, ac vn gerdet.","They were there hardly any time at all when they saw the rider coming along the same road, in the same manner, and at the same pace. Davies2007:10","yn dyuot yr vn ford"
"617",604,"PKM","2.3-6","Ac ual y byd yn llithiau y cwn, ef a welei uarchauc yn dyuot yn ol yr erchwys y ar uarch erchlas mawr; a chorn canu am y uynwgyl, a gwisc o urethyn llwyt tei amdanaw yn wisc hela.","As he was feeding the dogs, he could see a rider coming after the pack on a large dapple-grey horse, with a hunting horn round his neck, and wearing hunting clothes of a light grey material. Davies2007: 3","yn dyuot yn ol yr erchwys y ar uarch erchlas mawr;"
"618",700,"PKM","29.15-19","Ac ual yd oedynt yn eisted yuelly, wynt a welynt teir llong ar dec, yn dyuot o deheu Iwerdon, ac yn kyrchu parth ac attunt, a cherdet rugyl ebrwyd ganthunt: y gwynt yn eu hol, ac yn nessau yn ebrwyd attunt.","As they were sitting there, they could see thirteen ships coming from the south of Ireland, heading towards them easily and swiftly, the wind behind them, and they were approaching with speed.; Davies2007:22","yn dyuot o deheu Iwerdon"
"619",704,"PKM","29.19-20","""Mi a welaf longeu racco,"" heb y brenhin, ""ac yn dyuot yn hy parth a'r tir.","'I can see ships over there, coming bodly towards the shore,' said the king.; Davies2007:22","yn dyuot yn hy parth a'r tir."
"620",722,"PKM","35.13-14","A mi a welwn gwr melyngoch, mawr, yn dyuot o'r llyn, a pheir ar y geuyn.","And I saw a large man with yellow-red hair coming out of the lake with a cauldron on his back.; Davies2007:26","yn dyuot o'r llyn"
"621",612,"PKM","4.12-14","Llyma y guelei ef teulu ac yniueroed, a'r niuer hardaf a chyweiraf o'r a welsei neb yn dyuot y mywn,","With that he could see a war-band and retinues coming in, and the fairest and best-equipped men that anyone had ever seen… Davies2007:5","yn dyuot y mywn"
"622",835,"PKM","61.17-18","Ac ual y byd yuelly, llyma y guelei yscolheic yn dyuot attaw, a hen dillat hydreul, tlawt amdanaw.","As he was doing this, he could see a cleric coming towards him, dressed in poor, threadable, old clothes.; Davies2007:43","yn dyuot attaw"
"623",627,"PKM","9.11-14","Ac wal y bydynt yn eisted, wynt a welynt gwreic ar uarch canwelw mawr aruchel, a gwisc eureit, llathreit, o bali amdanei, yn dyuot ar hyt y prifford a gerdei heb law yr orssed.","And as they were sitting, they could see a woman wearing a shining golden garment of brocaded silk on a big, tall, pale-white horse coming along the highway that ran past the mound.","yn dyuot ar hyt y prifford a gerdei heb law yr orssed."
"624",207,"BrutRB","62.10-13","a phan welas beli vran yn dyuot drwy arwyd dagnefed. diot y arueu a wnaeth ynteu a mynet y ymgussanu ell deu","and when Beli saw Bran coming with signs of peace he lay down his weapons and went to kiss the pair","yn dyuot drwy arwyd dagnefed"
"625",421,"BrutRB","77.29-31","a phan wyl gwyr rufein y brytanyeit yn dyuot attunt. gwisgaw eu harueu a wnaethant ","and when the men of Rome saw the British coming towards them they took up their arms","yn dyuot attunt"
"626",978,"BMW","10.17-18","Ac y dywespwyt y'r amherawdyr, o [g]welet y llu yn disgynnu yn ymyl y lu ynteu, ac yn pebyllyaw.","The emperor was told that the host had been seen dismounting near his own host and pitching its tents. Davies2007:109","yn disgynnu yn ymyl y lu ynteu"
"627",851,"PKM","63.15-17","Mi a rodaf seith punt it yrdaw, a rac guelet gwr kyuurd a thi yn diuetha pryf mor dielw a hwnnw, gollwng ef, a'r da a geffy ditheu.""","…I will give you seven pounds for it, and rather than see a man of your status destroying such a worthless creature, let it go, and you shall have the money.'; Davies2007:44--45","yn diuetha pryf mor dielw a hwnnw"
"628",111,"BrutRB","45.43-45","a gwedy gwelet or kewri wynt yn damgylchynu yr ynys. ffo a wnaethant y ogoueu yn y mynyded","and after the giants had seen them sourrounding the island, they fled to the caves in the mountains","yn damgylchynu yr ynys"
"629",934,"BMW","2.24-26","Ac o'r mynyd hwnnw avon a welei yn kerdet ar traws y wlat yn kyrchu y mor.","From that mountain he saw a river crossing the land, making for the sea,… Davies2007:104","yn kyrchu y mor"
"630",701,"PKM","29.15-19","Ac ual yd oedynt yn eisted yuelly, wynt a welynt teir llong ar dec, yn dyuot o deheu Iwerdon, ac yn kyrchu parth ac attunt, a cherdet rugyl ebrwyd ganthunt: y gwynt yn eu hol, ac yn nessau yn ebrwyd attunt.","As they were sitting there, they could see thirteen ships coming from the south of Ireland, heading towards them easily and swiftly, the wind behind them, and they were approaching with speed.; Davies2007:22","…ac yn kyrchu parth ac attunt"
"631",932,"BMW","2.2-4","…a phrif auonyd mawr a welei o'r mynyd yn kyrchu y mor, ac y'r mor rytyeu ar yr auonyd y kerdei.","And he could see great, wide rivers flowing from the mountain to the sea, and he was travelling to the sea-fords and the rivers. Davies2007:103","yn kyrchu y mor"
"632",353,"BrutRB","72.1-2","A phan welas ulkessar nynyaw yn y gyrchu a chledyf noeth.","And when Cesar saw Nennius approaching him with a bare blade/sword…","yn y gyrchu a chledyf noeth."
"633",513,"BrutRB","88.38-41","A gwedy gwelet o les diwyllwyr cristonogawl fyd yn kynydu yny deyrnas. Diruawr lewenyd a gymerth yndaw.","and after Lles saw worshippers of the Christian faith increasing in his kingdom great joy took him","yn kynydu yny deyrnas"
"634",830,"PKM","61.3-4","Ac eisswys anwymp yw guelet gwr kyuurd, kymoned, a thidi, yn crogi y ryw bryf hwnnw.","But yet it's not proper for a man of your status and rank to hang that sort of creature.; Davies2007:43","yn crogi y ryw bryf hwnnw"
"635",933,"BMW","2.24-26","Ac o'r mynyd hwnnw avon a welei yn kerdet ar traws y wlat yn kyrchu y mor.","From that mountain he saw a river crossing the land, making for the sea,… Davies2007:104","yn kerdet ar traws y wlat"
"636",957,"BMW","6.15-17","Ac ual y doethant dros y mynyd hwnnw, wynt a welynt gwladoed mawr gwastat, a phrif auonyd drwydunt yn kerdet.","As they crossed over that mountain they saw great, level plains and great, wide rivers flowing through them. Davies2007:106","yn kerdet"
"637",1008,"Ger","3.74-76","Ac yna y kerdawd Arthur raedaw, ac ef a glywei deu gorn yn canu, un yn ymyl lletty y penkynyd, a’r llall yn ymyl Hetty y penn maccwyf.","Then Arthur went on his way, and he could hear two horns sounding, one near the lodging of the chief huntsman and the other near the lodging of the chief squire. Davies2007:141","yn canu"
"638",1048,"Ger","11.316-318","A ffan welas y gwr gwynllwyt Gereint gwedy caffel dyrnawd mawrdost, nessau a oruc attaw yn gyflym a dywedut vrthaw,…","When the grey- haired man saw that Geraint had received a mighty, harsh blow, he approached him quickly and said to him,…Davies2007:147","gwedy caffel dyrnawd mawrdost"
"639",900,"PKM","82.26","Mi a glywaf odorun y gwyr yn dyuot.","I hear the clamour of the men approaching.; Davies2007:58","yn dyuot"
"640",601,"PKM","1.16-18","A pharth a pherued y lannerch, llyma yr erchwys a oed yn y ol yn ymordiwes ac ef, ac yn y uwrw y'r llawr.","And towards the middle of the clearing, the pack that was chasing caught up with the stag and brought it to the ground. Davies2007:3 (behold, the pack which was behind them catching up with it [the stag] and bringing it to the ground)","yn ymordiwes ac ef"
"641",476,"BrutRB","84.39-42","a gwedy dechreu ymlad a'r gaer honno. ympen y seithuet dyd nachaf weiryd a'e lu yn dyuot. ac yn dianot yn ymlad ac wynt.","and after beginning to fight againt this city at the end of the seventh day lo Gweiryd and his host coming and immediately fighting againt them","yn ymlad ac wynt."
"642",252,"BrutRB","36.37-41","a gwedy y dyuot yn agos yr llu nachaf y gwylwyr o bop parth yn y arganuot. ac yn ymgynnull am y ben ac yn gofyn idaw pa ansawd y kawssei dyuot o garchar brutus","and after he nearly came to the place, behold, the sentries from all sides find him and come together around him and ask him what reason coming from Brutus' captivity had","yn ymgynnull am y ben"
"643",680,"PKM","22.16-18","…ac ual y byd yuelly, ef a glywei twrwf mawr, ac yn ol y twrwf, llyma grauanc uawr drwy fenestyr ar y ty, ac yn ymauael a'r ebawl geir y uwng.","As he is doing this he hears a loud noise, and after the noise an enormous claw comes through the window, and grabs the foal by its mane.; Davies2007:18","ac yn ymauael a'r ebawl geir y uwng"
"644",892,"PKM","80.19-20","Ac ar hynny, llyma y dryw yn seuyll ar wwrd y llog.","And suddenly a wren lands on the deck of the ship.; Davies2007:56","yn seuyll ar wwrd y llog"
"645",707,"PKM","30.4-5","Ac ar hynny, nachaf un o'r llongeu yn raculaenu rac y rei ereill,","Suddenly one of the ships overtook the others,…; Davies2007:22","yn raculaenu rac y rei ereill"
